swc_node_id,neuron_section_index,source_section,source_region,parent_section,parent_x,depth,swc_type,prox_x,prox_y,prox_z,prox_diam,dist_x,dist_y,dist_z,dist_diam,length_um
286,284,p1b2b1b2[6],distDend,p1b2b1b2[5],1,15,4,30.049,72.62,71.644,0.575,36.039,74.732,74.34,0.575,6.89993188372
287,285,p1b2b1b1b2b2[1],distDend,p1b2b1b1b2b2[0],1,15,4,2.09,98.984,82.155,0.764,6.854,105,85.521,0.764,8.37961264021
288,286,p1b2b1b1b1b2[2],distDend,p1b2b1b1b1b2[1],1,15,4,-9.605,105.06,73.485,1.05,-10.12,111.62,78.075,1.05,8.02290003677
289,287,p1b1b2b2[3],distDend,p1b1b2b2[2],1,15,4,-45.678,104.16,51.005,0.81,-48.84,110.81,53.58,0.81,7.80072874801
290,288,p1b1b2b1[3],distDend,p1b1b2b1[2],1,15,4,-52.505,86.652,37.935,0.916,-55.298,92.683,41.401,0.916,7.4957965554
291,289,p1b1b1b1[3],distDend,p1b1b1b1[2],1,15,4,-51.963,68.036,45.175,0.47,-52.32,73.26,41.67,0.47,6.30100388827
292,290,p0b2b2b2[8],distDend,p0b2b2b2[7],1,15,4,-28.961,88.419,54.6,0.838,-34.508,93.422,52.398,0.838,7.78768399462
293,291,p0b2b2b1b2b2[4],distDend,p0b2b2b1b2b2[3],1,15,4,-13.767,66.833,90.807,1.008,-14.241,71.71,97.635,1.008,8.40424827096
294,292,p0b2b1b2[11],distDend,p0b2b1b2[10],1,15,4,14.064,122.34,45.163,1.107,17.525,130.55,44.565,1.107,8.92973823804
295,293,p0b2b1b1b2b2[1],distDend,p0b2b1b1b2b2[0],1,15,4,-82.123,59.551,38.1,0.47,-82.15,56.1,34.2,0.47,5.20769910805
296,294,p0b2b1b1b2b1b2[0],distDend,p0b2b1b1b2b1[0],1,15,4,-82.09,63.65,45.075,1.051,-87.64,65.504,39.975,1.051,7.76207549564
297,295,p0b2b1b1b2b1b1[0],distDend,p0b2b1b1b2b1[0],1,15,4,-82.09,63.65,45.075,1.237,-87.381,64.945,48.99,1.237,6.70812425347
298,296,p0b1b2b2b1b2b2[2],distDend,p0b1b2b2b1b2b2[1],1,15,4,35.177,98.26,46.547,0.81,40.34,98.96,47.625,0.81,5.32058765551
299,297,p0b1b2b2b1b2b1b2[0],distDend,p0b1b2b2b1b2b1[1],1,15,4,19.65,115.08,35.22,0.7,20.58,110.59,28.92,0.7,7.79198305953
300,298,p0b1b2b2b1b2b1b1[0],distDend,p0b1b2b2b1b2b1[1],1,15,4,19.65,115.08,35.22,0.7,19.18,117.96,28.245,0.7,7.56081510156
301,299,p0b1b2b2b1b1b2[3],distDend,p0b1b2b2b1b1b2[2],1,15,4,40.057,98.452,61.791,0.524,45.167,102.77,65.433,0.524,7.61717716743
302,300,p0b1b2b1b2b2[0],distDend,p0b1b2b1b2[1],1,15,4,-0.35,121.99,54.6,0.691,-2.077,127.64,52.83,0.691,6.16748968382
303,301,p0b1b2b1b2b1[0],distDend,p0b1b2b1b2[1],1,15,4,-0.35,121.99,54.6,0.805,-6.285,127.03,57.953,0.805,8.47752522851
304,302,axIN[4],axNode,axIN[3],1,16,2,0,225,0,1.5,0,275,0,1.5,50
305,303,p3b2b1b2b2[5],distDend,p3b2b1b2b2[4],1,16,3,50.904,-76.171,87.169,0.552,52.147,-80.942,94.132,0.552,8.5317559154
306,304,p3b2b1b1b1b2[0],distDend,p3b2b1b1b1[5],1,16,3,9.07,-89.62,77.565,0.55,7.778,-92.129,86.001,0.55,8.89552927037
307,305,p3b2b1b1b1b1[0],distDend,p3b2b1b1b1[5],1,16,3,9.07,-89.62,77.565,0.477,12.442,-89.49,84.148,0.477,7.39751127069
308,306,p3b1b2b2[7],distDend,p3b1b2b2[6],1,16,3,23.93,-107.56,43.388,0.58,29.42,-110.81,49.665,0.58,8.95004631273
309,307,p3b1b2b1b2[1],distDend,p3b1b2b1b2[0],1,16,3,-23.479,-104.28,62.76,0.516,-25.252,-107.83,67.829,0.516,6.43745213574
310,308,p3b1b2b1b1[1],distDend,p3b1b2b1b1[0],1,16,3,-20.084,-106.29,61.92,0.404,-19.243,-111.41,64.551,0.404,5.81754604623
311,309,p2b1b2b2[5],distDend,p2b1b2b2[4],1,16,3,-85.868,-21.744,19.905,0.7,-91.62,-17.17,19.725,0.7,7.35114820963
312,310,p2b1b1b2[10],distDend,p2b1b1b2[9],1,16,3,-28.95,-81.62,60.363,0.965,-31.569,-87.851,63.501,0.965,7.45195048293
313,311,p1b2b2b1[6],distDend,p1b2b2b1[5],1,16,3,-27.273,40.076,76.2,0.622,-32.626,38.56,76.04,0.622,5.56583012676
314,312,p1b2b1b2[7],distDend,p1b2b1b2[6],1,16,3,36.039,74.732,74.34,0.47,41.86,78.56,79.095,0.47,8.43490663849
315,313,p1b2b1b1b2b2[2],distDend,p1b2b1b1b2b2[1],1,16,3,6.854,105,85.521,0.556,10.81,108.48,91.35,0.556,7.85732632643
316,314,p1b2b1b1b1b2b2[0],distDend,p1b2b1b1b1b2[2],1,16,3,-10.12,111.62,78.075,0.887,-6.177,118.26,86.063,0.887,11.1105802279
317,315,p1b2b1b1b1b2b1[0],distDend,p1b2b1b1b1b2[2],1,16,3,-10.12,111.62,78.075,0.855,-10.546,115,67.246,0.855,11.3522296048
318,316,p1b1b2b2b2[0],distDend,p1b1b2b2[3],1,16,3,-48.84,110.81,53.58,1.111,-48.166,116.58,59.078,1.111,7.99844859957
319,317,p1b1b2b2b1[0],distDend,p1b1b2b2[3],1,16,3,-48.84,110.81,53.58,0.942,-54.025,115.28,51.529,0.942,7.14644848859
320,318,p1b1b2b1[4],distDend,p1b1b2b1[3],1,16,3,-55.298,92.683,41.401,0.779,-56.576,99.403,40.65,0.779,6.88154670114
321,319,p0b2b2b2[9],distDend,p0b2b2b2[8],1,16,3,-34.508,93.422,52.398,0.848,-41.685,95.67,52.56,0.848,7.52257116949
322,320,p0b2b2b1b2b2[5],distDend,p0b2b2b1b2b2[4],1,16,3,-14.241,71.71,97.635,0.76,-16.75,77.24,104.7,0.76,9.31612612624
323,321,p0b2b1b2[12],distDend,p0b2b1b2[11],1,16,3,17.525,130.55,44.565,1.16,22.79,137.83,47.97,1.16,9.60794723133
324,322,p0b2b1b1b2b1b2[1],distDend,p0b2b1b1b2b1b2[0],1,16,3,-87.64,65.504,39.975,0.824,-95.466,66.986,41.505,0.824,8.11070280555
325,323,p0b2b1b1b2b1b1[1],distDend,p0b2b1b1b2b1b1[0],1,16,3,-87.381,64.945,48.99,1.048,-92.526,61.399,50.19,1.048,6.36279349028
326,324,p0b1b2b2b1b2b2b2[0],distDend,p0b1b2b2b1b2b2[2],1,16,3,40.34,98.96,47.625,1.07,45.217,102.22,44.565,1.07,6.61636826363
327,325,p0b1b2b2b1b2b2b1[0],distDend,p0b1b2b2b1b2b2[2],1,16,3,40.34,98.96,47.625,0.905,45.813,96.353,51.201,0.905,7.03832039623
328,326,p0b1b2b2b1b1b2[4],distDend,p0b1b2b2b1b1b2[3],1,16,3,45.167,102.77,65.433,0.452,48.845,103.37,70.838,0.452,6.56518918235
329,327,p0b1b2b1b2b2[1],distDend,p0b1b2b1b2b2[0],1,16,3,-2.077,127.64,52.83,0.543,-2.711,133.78,51.03,0.543,6.42973996364
330,328,p0b1b2b1b2b1[1],distDend,p0b1b2b1b2b1[0],1,16,3,-6.285,127.03,57.953,0.7,-12.91,125.33,52.395,0.7,8.81317133613
331,329,axIN[5],axNode,axIN[4],1,17,6,0,275,0,1.5,0,325,0,1.5,50
332,330,p3b2b1b2b2[6],distDend,p3b2b1b2b2[5],1,17,4,52.147,-80.942,94.132,0.47,53.72,-85.3,103.42,0.47,10.3794719037
333,331,p3b2b1b1b1b2[1],distDend,p3b2b1b1b1b2[0],1,17,4,7.778,-92.129,86.001,0.47,7.44,-97.57,91.68,0.47,7.87208777898
334,332,p3b2b1b1b1b1[1],distDend,p3b2b1b1b1b1[0],1,17,4,12.442,-89.49,84.148,0.488,17.076,-91.21,87.435,0.488,5.93605298157
335,333,p3b1b2b2b2[0],distDend,p3b1b2b2[7],1,17,4,29.42,-110.81,49.665,0.69,34.745,-109.13,51.54,0.69,5.89013157748
336,334,p3b1b2b2b1[0],distDend,p3b1b2b2[7],1,17,4,29.42,-110.81,49.665,0.47,30.93,-116.57,50.01,0.47,5.96462278774
337,335,p3b1b2b1b2[2],distDend,p3b1b2b1b2[1],1,17,4,-25.252,-107.83,67.829,0.35,-27.79,-108.97,72.465,0.35,5.40680497152
338,336,p3b1b2b1b1[2],distDend,p3b1b2b1b1[1],1,17,4,-19.243,-111.41,64.551,0.43,-20.578,-115.08,69.57,0.43,6.35936207493
339,337,p2b1b1b2[11],distDend,p2b1b1b2[10],1,17,4,-31.569,-87.851,63.501,0.88,-33.604,-94.18,68.415,0.88,8.26709513675
340,338,p1b2b2b1[7],distDend,p1b2b2b1[6],1,17,4,-32.626,38.56,76.04,0.694,-35.679,37.87,70.206,0.694,6.62060911095
341,339,p1b2b1b1b2b2[3],distDend,p1b2b1b1b2b2[2],1,17,4,10.81,108.48,91.35,0.555,13.841,114.14,93.429,0.555,6.74868890971
342,340,p1b2b1b1b1b2b2[1],distDend,p1b2b1b1b1b2b2[0],1,17,4,-6.177,118.26,86.063,1.236,-1.226,122.87,89.507,1.236,7.59115518218
343,341,p1b2b1b1b1b2b1[1],distDend,p1b2b1b1b1b2b1[0],1,17,4,-10.546,115,67.246,0.47,-13.95,120.14,62.595,0.47,7.72260428871
344,342,p1b1b2b2b2[1],distDend,p1b1b2b2b2[0],1,17,4,-48.166,116.58,59.078,0.856,-51.128,120.93,62.832,0.856,6.46439943073
345,343,p1b1b2b2b1[1],distDend,p1b1b2b2b1[0],1,17,4,-54.025,115.28,51.529,0.694,-58.641,120.93,52.23,0.694,7.32948545261
346,344,p1b1b2b1[5],distDend,p1b1b2b1[4],1,17,4,-56.576,99.403,40.65,0.734,-59.888,105.12,41.34,0.734,6.64300632244
347,345,p0b2b2b2[10],distDend,p0b2b2b2[9],1,17,4,-41.685,95.67,52.56,0.847,-45.742,100.75,50.264,0.847,6.89472733326
348,346,p0b2b2b1b2b2[6],distDend,p0b2b2b1b2b2[5],1,17,4,-16.75,77.24,104.7,0.554,-18.353,83.909,107.85,0.554,7.54769302502
349,347,p0b2b1b2b2[0],distDend,p0b2b1b2[12],1,17,4,22.79,137.83,47.97,0.811,23.95,143.59,53.044,0.811,7.76329028183
350,348,p0b2b1b2b1[0],distDend,p0b2b1b2[12],1,17,4,22.79,137.83,47.97,0.882,30.767,141.26,51.03,0.882,9.20657531333
351,349,p0b2b1b1b2b1b2[2],distDend,p0b2b1b1b2b1b2[1],1,17,4,-95.466,66.986,41.505,0.854,-102.93,68.727,43.24,0.854,7.8582823823
352,350,p0b2b1b1b2b1b1[2],distDend,p0b2b1b1b2b1b1[1],1,17,4,-92.526,61.399,50.19,1.001,-98.327,59.811,54.264,1.001,7.26435275851
353,351,p0b1b2b2b1b2b2b2[1],distDend,p0b1b2b2b1b2b2b2[0],1,17,4,45.217,102.22,44.565,0.891,48.828,105.84,50.654,0.891,7.95107804012
354,352,p0b1b2b2b1b2b2b1[1],distDend,p0b1b2b2b1b2b2b1[0],1,17,4,45.813,96.353,51.201,0.919,50.645,94.986,53.428,0.919,5.49330883894
355,353,p0b1b2b2b1b1b2[5],distDend,p0b1b2b2b1b1b2[4],1,17,4,48.845,103.37,70.838,0.468,52.514,107.1,76.089,0.468,7.41265552957
356,354,p0b1b2b1b2b2[2],distDend,p0b1b2b1b2b2[1],1,17,4,-2.711,133.78,51.03,0.79,-3.751,137.97,50.7,0.79,4.32973440294
357,355,p0b1b2b1b2b1b3[0],distDend,p0b1b2b1b2b1[1],1,17,4,-12.91,125.33,52.395,0.765,-16.458,121.1,51.54,0.765,5.58679058136
358,356,p0b1b2b1b2b1b2[0],distDend,p0b1b2b1b2b1[1],1,17,4,-12.91,125.33,52.395,0.7,-8.26,123.72,57.675,0.7,7.21754806011
359,357,p0b1b2b1b2b1b1[0],distDend,p0b1b2b1b2b1[1],1,17,4,-12.91,125.33,52.395,0.7,-11.63,127.87,52.905,0.7,2.88965395852
360,358,axIN[6],axNode,axIN[5],1,18,2,0,325,0,1.5,0,375,0,1.5,50
361,359,p3b2b1b1b1b2b2[0],distDend,p3b2b1b1b1b2[1],1,18,3,7.44,-97.57,91.68,0.601,6.25,-101.27,98.468,0.601,7.82195908964
362,360,p3b2b1b1b1b2b1[0],distDend,p3b2b1b1b1b2[1],1,18,3,7.44,-97.57,91.68,0.634,10.906,-98.482,96.45,0.634,5.9663891928
363,361,p3b2b1b1b1b1[2],distDend,p3b2b1b1b1b1[1],1,18,3,17.076,-91.21,87.435,0.47,20.81,-94.8,90.33,0.47,5.93395997627
364,362,p3b1b2b2b2[1],distDend,p3b1b2b2b2[0],1,18,3,34.745,-109.13,51.54,0.708,40.316,-108.98,51.54,0.708,5.57301902024
365,363,p3b1b2b1b1[3],distDend,p3b1b2b1b1[2],1,18,3,-20.578,-115.08,69.57,0.492,-20.157,-118.14,74.445,0.492,5.77117544353
366,364,p2b1b1b2[12],distDend,p2b1b1b2[11],1,18,3,-33.604,-94.18,68.415,0.753,-36.44,-98.99,73.515,0.753,7.56234064295
367,365,p1b2b2b1[8],distDend,p1b2b2b1[7],1,18,3,-35.679,37.87,70.206,0.53,-40.846,37.368,66.345,0.53,6.46971514056
368,366,p1b2b1b1b2b2[4],distDend,p1b2b1b1b2b2[3],1,18,3,13.841,114.14,93.429,0.637,16.61,117.37,99.165,0.637,7.14156544463
369,367,p1b2b1b1b1b2b2[2],distDend,p1b2b1b1b1b2b2[1],1,18,3,-1.226,122.87,89.507,0.88,0.865,128.2,95.859,0.88,8.55155453704
370,368,p1b1b2b2b2[2],distDend,p1b1b2b2b2[1],1,18,3,-51.128,120.93,62.832,0.708,-50.058,126.77,67.392,0.708,7.48626074887
371,369,p1b1b2b2b1[2],distDend,p1b1b2b2b1[1],1,18,3,-58.641,120.93,52.23,0.684,-62.356,127.28,53.58,0.684,7.47972091725
372,370,p1b1b2b1[6],distDend,p1b1b2b1[5],1,18,3,-59.888,105.12,41.34,0.58,-62.44,111.27,42.36,0.58,6.73614162559
373,371,p0b2b2b2[11],distDend,p0b2b2b2[10],1,18,3,-45.742,100.75,50.264,0.47,-46.63,106.85,51.21,0.47,6.2364621381
374,372,p0b2b2b1b2b2[7],distDend,p0b2b2b1b2b2[6],1,18,3,-18.353,83.909,107.85,0.592,-22.634,88.33,109.6,0.592,6.39802328849
375,373,p0b2b1b2b2[1],distDend,p0b2b1b2b2[0],1,18,3,23.95,143.59,53.044,0.742,23.11,147.58,60,0.742,8.06297935009
376,374,p0b2b1b2b1[1],distDend,p0b2b1b2b1[0],1,18,3,30.767,141.26,51.03,1.308,29.773,144.43,49.322,1.308,3.73553209061
377,375,p0b2b1b1b2b1b2[3],distDend,p0b2b1b1b2b1b2[2],1,18,3,-102.93,68.727,43.24,0.858,-110.08,68.096,47.46,0.858,8.32640744859
378,376,p0b2b1b1b2b1b1[3],distDend,p0b2b1b1b2b1b1[2],1,18,3,-98.327,59.811,54.264,0.58,-103.49,59.39,57.495,0.58,6.10517575505
379,377,p0b1b2b2b1b2b2b2[2],distDend,p0b1b2b2b1b2b2b2[1],1,18,3,48.828,105.84,50.654,0.869,53.357,109.88,49.185,0.869,6.24430956952
380,378,p0b1b2b2b1b2b2b1[2],distDend,p0b1b2b2b1b2b2b1[1],1,18,3,50.645,94.986,53.428,0.7,55.11,95.84,60.555,0.7,8.45338216337
381,379,p0b1b2b2b1b1b2[6],distDend,p0b1b2b2b1b1b2[5],1,18,3,52.514,107.1,76.089,0.47,55.58,108.63,86.07,0.47,10.5528013816
382,380,p0b1b2b1b2b2[3],distDend,p0b1b2b1b2b2[2],1,18,3,-3.751,137.97,50.7,0.59,-4.126,143.01,46.438,0.59,6.61111707656
383,381,p0b1b2b1b2b1b3[1],distDend,p0b1b2b1b2b1b3[0],1,18,3,-16.458,121.1,51.54,0.7,-20.93,117.79,51.54,0.7,5.56371135125
384,382,axIN[7],axNode,axIN[6],1,19,6,0,375,0,1.5,0,425,0,1.5,50
385,383,p3b2b1b1b1b2b2[1],distDend,p3b2b1b1b1b2b2[0],1,19,4,6.25,-101.27,98.468,0.588,8.115,-104.86,105.31,0.588,7.94854005463
386,384,p3b2b1b1b1b2b1[1],distDend,p3b2b1b1b1b2b1[0],1,19,4,10.906,-98.482,96.45,0.493,13.968,-98.693,104.48,0.493,8.59658449618
387,385,p3b1b2b2b2[2],distDend,p3b1b2b2b2[1],1,19,4,40.316,-108.98,51.54,0.66,45.022,-109.35,46.022,0.66,7.26165683574
388,386,p3b1b2b1b1[4],distDend,p3b1b2b1b1[3],1,19,4,-20.157,-118.14,74.445,0.389,-22.92,-119.35,81.662,0.389,7.82197916131
389,387,p2b1b1b2[13],distDend,p2b1b1b2[12],1,19,4,-36.44,-98.99,73.515,0.886,-37.633,-103.67,77.655,0.886,6.36123014833
390,388,p1b2b2b1[9],distDend,p1b2b2b1[8],1,19,4,-40.846,37.368,66.345,0.35,-46.16,34.9,64.47,0.35,6.15184890907
391,389,p1b2b1b1b2b2[5],distDend,p1b2b1b1b2b2[4],1,19,4,16.61,117.37,99.165,0.549,21.2,122.11,100.36,0.549,6.70549960853
392,390,p1b2b1b1b1b2b2[3],distDend,p1b2b1b1b1b2b2[2],1,19,4,0.865,128.2,95.859,0.626,-2.081,132.73,99.329,0.626,6.42189349024
393,391,p1b1b2b2b2[3],distDend,p1b1b2b2b2[2],1,19,4,-50.058,126.77,67.392,0.578,-49.303,132.24,74.331,0.578,8.86795613431
394,392,p1b1b2b2b1[3],distDend,p1b1b2b2b1[2],1,19,4,-62.356,127.28,53.58,0.653,-68.427,132.08,54.278,0.653,7.77073001719
395,393,p0b2b2b1b2b2[8],distDend,p0b2b2b1b2b2[7],1,19,4,-22.634,88.33,109.6,0.494,-23.274,92.242,115.28,0.494,6.92645248305
396,394,p0b2b1b2b2[2],distDend,p0b2b1b2b2[1],1,19,4,23.11,147.58,60,0.592,23.6,153.84,62.085,0.592,6.61626216228
397,395,p0b2b1b2b1[2],distDend,p0b2b1b2b1[1],1,19,4,29.773,144.43,49.322,0.491,30.284,151.92,47.115,0.491,7.82509233172
398,396,p0b2b1b1b2b1b2[4],distDend,p0b2b1b1b2b1b2[3],1,19,4,-110.08,68.096,47.46,0.984,-115.58,71.37,50.52,0.984,7.09455255813
399,397,p0b2b1b1b2b1b1b2[0],distDend,p0b2b1b1b2b1b1[3],1,19,4,-103.49,59.39,57.495,0.824,-108.41,65.527,57.151,0.824,7.87321440074
400,398,p0b2b1b1b2b1b1b1[0],distDend,p0b2b1b1b2b1b1[3],1,19,4,-103.49,59.39,57.495,0.672,-109.07,55.994,56.475,0.672,6.61132482941
401,399,p0b1b2b2b1b2b2b2[3],distDend,p0b1b2b2b1b2b2b2[2],1,19,4,53.357,109.88,49.185,0.7,59.53,111.05,52.74,0.7,7.21892332692
402,400,p0b1b2b2b1b1b2b2[0],distDend,p0b1b2b2b1b1b2[6],1,19,4,55.58,108.63,86.07,0.591,57.406,112.6,80.262,0.591,7.26829003274
403,401,p0b1b2b2b1b1b2b1[0],distDend,p0b1b2b2b1b1b2[6],1,19,4,55.58,108.63,86.07,0.35,56.627,106.97,80.547,0.35,5.86134267894
404,402,p0b1b2b1b2b2[4],distDend,p0b1b2b1b2b2[3],1,19,4,-4.126,143.01,46.438,0.47,-1.98,148.37,43.38,0.47,6.53347380801
405,403,p0b1b2b1b2b1b3b2[0],distDend,p0b1b2b1b2b1b3[1],1,19,4,-20.93,117.79,51.54,0.818,-21.484,113.67,50.31,0.818,4.33522963636
406,404,p0b1b2b1b2b1b3b1[0],distDend,p0b1b2b1b2b1b3[1],1,19,4,-20.93,117.79,51.54,0.947,-24.316,118.66,49.804,0.947,3.90327964666
407,405,axIN[8],axNode,axIN[7],1,20,2,0,425,0,1.5,0,475,0,1.5,50
408,406,p3b2b1b1b1b2b2[2],distDend,p3b2b1b1b1b2b2[1],1,20,3,8.115,-104.86,105.31,0.544,11.18,-109.84,109.84,0.544,7.39699432202
409,407,p3b2b1b1b1b2b1[2],distDend,p3b2b1b1b1b2b1[1],1,20,3,13.968,-98.693,104.48,0.47,17.56,-99.52,111.58,0.47,7.99977455932
410,408,p3b1b2b2b2[3],distDend,p3b1b2b2b2[2],1,20,3,45.022,-109.35,46.022,0.58,47.09,-107.36,42.18,0.58,4.79559047459
411,409,p3b1b2b1b1[5],distDend,p3b1b2b1b1[4],1,20,3,-22.92,-119.35,81.662,0.361,-25.104,-121.71,89.475,0.361,8.44881204667
412,410,p2b1b1b2[14],distDend,p2b1b1b2[13],1,20,3,-37.633,-103.67,77.655,0.661,-36.526,-110.37,82.21,0.661,8.17700886633
413,411,p1b2b1b1b2b2[6],distDend,p1b2b1b1b2b2[5],1,20,3,21.2,122.11,100.36,0.527,26.138,125.45,105.61,0.527,7.94367320577
414,412,p1b2b1b1b1b2b2[4],distDend,p1b2b1b1b1b2b2[3],1,20,3,-2.081,132.73,99.329,0.636,-4.793,137.05,103.42,0.636,6.53862562011
415,413,p1b1b2b2b2[4],distDend,p1b1b2b2b2[3],1,20,3,-49.303,132.24,74.331,0.634,-50.72,137.69,78.93,0.634,7.27057012895
416,414,p1b1b2b2b1[4],distDend,p1b1b2b2b1[3],1,20,3,-68.427,132.08,54.278,0.683,-73.021,136.89,49.335,0.683,8.28698889827
417,415,p0b2b2b1b2b2[9],distDend,p0b2b2b1b2b2[8],1,20,3,-23.274,92.242,115.28,0.443,-23.826,97.065,118.74,0.443,5.96134489859
418,416,p0b2b1b2b2[3],distDend,p0b2b1b2b2[2],1,20,3,23.6,153.84,62.085,0.621,25.152,158.79,64.305,0.621,5.64265930214
419,417,p0b2b1b2b1[3],distDend,p0b2b1b2b1[2],1,20,3,30.284,151.92,47.115,0.47,31.16,158.68,49.68,0.47,7.28314499375
420,418,p0b2b1b1b2b1b2[5],distDend,p0b2b1b1b2b1b2[4],1,20,3,-115.58,71.37,50.52,0.795,-123.52,73.809,51.375,0.795,8.35005065853
421,419,p0b2b1b1b2b1b1b2[1],distDend,p0b2b1b1b2b1b1b2[0],1,20,3,-108.41,65.527,57.151,0.931,-111.63,70.677,62.265,0.931,7.94001863978
422,420,p0b2b1b1b2b1b1b1[1],distDend,p0b2b1b1b2b1b1b1[0],1,20,3,-109.07,55.994,56.475,0.603,-112.89,50.869,53.773,0.603,6.9396562595
423,421,p0b1b2b2b1b1b2b2[1],distDend,p0b1b2b2b1b1b2b2[0],1,20,3,57.406,112.6,80.262,0.522,59.429,118.88,80.115,0.522,6.59943467276
424,422,p0b1b2b2b1b1b2b1[1],distDend,p0b1b2b2b1b1b2b1[0],1,20,3,56.627,106.97,80.547,0.35,59.41,106.21,79.95,0.35,2.94603088918
425,423,p0b1b2b1b2b1b3b2[1],distDend,p0b1b2b1b2b1b3b2[0],1,20,3,-21.484,113.67,50.31,0.47,-23.84,110.88,51.165,0.47,3.75044810656
426,424,p0b1b2b1b2b1b3b1[1],distDend,p0b1b2b1b2b1b3b1[0],1,20,3,-24.316,118.66,49.804,0.58,-25.35,122.45,52.56,0.58,4.79883235798
427,425,axIN[9],axNode,axIN[8],1,21,6,0,475,0,1.5,0,525,0,1.5,50
428,426,p3b2b1b1b1b2b2[3],distDend,p3b2b1b1b1b2b2[2],1,21,4,11.18,-109.84,109.84,0.606,15.12,-113.23,114.09,0.606,6.71403008632
429,427,p3b1b2b1b1[6],distDend,p3b1b2b1b1[5],1,21,4,-25.104,-121.71,89.475,0.418,-28.59,-125.55,90.977,0.418,5.39942589541
430,428,p2b1b1b2[15],distDend,p2b1b1b2[14],1,21,4,-36.526,-110.37,82.21,0.47,-36.74,-116.29,87.12,0.47,7.69417286003
431,429,p1b2b1b1b2b2[7],distDend,p1b2b1b1b2b2[6],1,21,4,26.138,125.45,105.61,0.706,28.984,129.59,103.85,0.706,5.32324299652
432,430,p1b2b1b1b1b2b2[5],distDend,p1b2b1b1b1b2b2[4],1,21,4,-4.793,137.05,103.42,0.562,-3.658,143.49,103.04,0.562,6.55028434497
433,431,p1b1b2b2b2[5],distDend,p1b1b2b2b2[4],1,21,4,-50.72,137.69,78.93,0.645,-53.935,141.04,83.247,0.645,6.33996955829
434,432,p1b1b2b2b1[5],distDend,p1b1b2b2b1[4],1,21,4,-73.021,136.89,49.335,0.632,-77.724,140.17,47.46,0.632,6.03259761628
435,433,p0b2b2b1b2b2[10],distDend,p0b2b2b1b2b2[9],1,21,4,-23.826,97.065,118.74,0.384,-24.871,103.08,120.44,0.384,6.33736932804
436,434,p0b2b1b2b2[4],distDend,p0b2b1b2b2[3],1,21,4,25.152,158.79,64.305,0.534,27.789,163.83,68.228,0.534,6.90979724739
437,435,p0b2b1b1b2b1b2[6],distDend,p0b2b1b1b2b1b2[5],1,21,4,-123.52,73.809,51.375,0.917,-129.09,75.661,57.675,0.917,8.6107377152
438,436,p0b2b1b1b2b1b1b2[2],distDend,p0b2b1b1b2b1b1b2[1],1,21,4,-111.63,70.677,62.265,0.839,-112.75,77.974,65.673,0.839,8.13111757386
439,437,p0b2b1b1b2b1b1b1[2],distDend,p0b2b1b1b2b1b1b1[1],1,21,4,-112.89,50.869,53.773,0.534,-114.06,44.954,53.415,0.534,6.04022259524
440,438,p0b1b2b2b1b1b2b2[2],distDend,p0b1b2b2b1b1b2b2[1],1,21,4,59.429,118.88,80.115,0.525,59.925,124.6,84.885,0.525,7.46440325813
441,439,axIN[10],axNode,axIN[9],1,22,2,0,525,0,1.5,0,575,0,1.5,50
442,440,p3b2b1b1b1b2b2[4],distDend,p3b2b1b1b1b2b2[3],1,22,3,15.12,-113.23,114.09,0.615,17.653,-116.28,117.38,0.615,5.15195972422
443,441,p3b1b2b1b1[7],distDend,p3b1b2b1b1[6],1,22,3,-28.59,-125.55,90.977,0.35,-27.79,-128.55,96.78,0.35,6.58139871152
444,442,p1b2b1b1b2b2[8],distDend,p1b2b1b1b2b2[7],1,22,3,28.984,129.59,103.85,0.541,30.143,136,101.24,0.541,7.01736994892
445,443,p1b2b1b1b1b2b2[6],distDend,p1b2b1b1b1b2b2[5],1,22,3,-3.658,143.49,103.04,0.581,-4.524,149.58,105.3,0.581,6.55329352311
446,444,p1b1b2b2b2[6],distDend,p1b1b2b2b2[5],1,22,3,-53.935,141.04,83.247,0.503,-52.817,145.87,90.354,0.503,8.66534898316
447,445,p1b1b2b2b1[6],distDend,p1b1b2b2b1[5],1,22,3,-77.724,140.17,47.46,0.597,-78.051,146.29,48.825,0.597,6.27889751469
448,446,p0b2b2b1b2b2[11],distDend,p0b2b2b1b2b2[10],1,22,3,-24.871,103.08,120.44,0.384,-27.389,109.19,120.78,0.384,6.61725199762
449,447,p0b2b1b2b2[5],distDend,p0b2b1b2b2[4],1,22,3,27.789,163.83,68.228,0.557,31.644,168.42,67.73,0.557,6.01474263789
450,448,p0b2b1b1b2b1b2[7],distDend,p0b2b1b1b2b1b2[6],1,22,3,-129.09,75.661,57.675,0.836,-135.58,80.19,57.675,0.836,7.91403443258
451,449,p0b2b1b1b2b1b1b2[3],distDend,p0b2b1b1b2b1b1b2[2],1,22,3,-112.75,77.974,65.673,0.73,-117.52,80.93,69.915,0.73,7.0345859864
452,450,p0b2b1b1b2b1b1b1[3],distDend,p0b2b1b1b2b1b1b1[2],1,22,3,-114.06,44.954,53.415,0.47,-115.35,39.8,55.11,0.47,5.57681279944
453,451,p0b1b2b2b1b1b2b2[3],distDend,p0b1b2b2b1b1b2b2[2],1,22,3,59.925,124.6,84.885,0.646,60.401,129.91,85.503,0.646,5.36699170858
